gold,Program,MethodType,RequirementID,MethodID,classGold,VariableTraceValue
N,jhotdraw,Leaf,12,840,NoTrace,N
N,jhotdraw,Leaf,13,840,NoTrace,N
N,jhotdraw,Leaf,14,840,NoTrace,N
N,jhotdraw,Leaf,15,840,NoTrace,N
N,jhotdraw,Leaf,16,840,NoTrace,N
N,jhotdraw,Leaf,17,840,NoTrace,N
N,jhotdraw,Leaf,18,840,NoTrace,N
N,jhotdraw,Leaf,19,840,NoTrace,N
N,jhotdraw,Leaf,1,840,Trace,N
N,jhotdraw,Leaf,4,840,NoTrace,N
N,jhotdraw,Leaf,5,840,NoTrace,N
N,jhotdraw,Leaf,8,840,NoTrace,N
N,jhotdraw,Leaf,9,840,NoTrace,N
N,jhotdraw,Leaf,20,840,NoTrace,N
N,jhotdraw,Leaf,21,840,NoTrace,N
N,jhotdraw,Inner,11,841,NoTrace,U
N,jhotdraw,Inner,12,841,NoTrace,U
N,jhotdraw,Inner,13,841,NoTrace,U
N,jhotdraw,Inner,14,841,NoTrace,U
N,jhotdraw,Inner,15,841,NoTrace,U
N,jhotdraw,Inner,17,841,NoTrace,U
N,jhotdraw,Inner,18,841,NoTrace,U
N,jhotdraw,Inner,19,841,NoTrace,U
N,jhotdraw,Inner,1,841,Trace,U
N,jhotdraw,Inner,4,841,NoTrace,U
N,jhotdraw,Inner,5,841,NoTrace,U
N,jhotdraw,Inner,8,841,NoTrace,U
N,jhotdraw,Inner,9,841,NoTrace,U
N,jhotdraw,Inner,20,841,NoTrace,U
N,jhotdraw,Inner,21,841,NoTrace,U
N,jhotdraw,Root,11,842,NoTrace,U
N,jhotdraw,Root,12,842,NoTrace,U
N,jhotdraw,Root,13,842,NoTrace,U
N,jhotdraw,Root,14,842,NoTrace,U
N,jhotdraw,Root,15,842,NoTrace,U
N,jhotdraw,Root,16,842,NoTrace,U
N,jhotdraw,Root,17,842,NoTrace,U
N,jhotdraw,Root,18,842,NoTrace,U
N,jhotdraw,Root,19,842,NoTrace,U
N,jhotdraw,Root,1,842,Trace,U
N,jhotdraw,Root,4,842,NoTrace,U
N,jhotdraw,Root,5,842,NoTrace,U
N,jhotdraw,Root,8,842,NoTrace,U
N,jhotdraw,Root,9,842,NoTrace,U
N,jhotdraw,Root,20,842,NoTrace,U
N,jhotdraw,Root,21,842,NoTrace,U
N,jhotdraw,Root,11,843,NoTrace,U
N,jhotdraw,Root,12,843,NoTrace,U
N,jhotdraw,Root,13,843,NoTrace,U
N,jhotdraw,Root,14,843,NoTrace,U
N,jhotdraw,Root,15,843,NoTrace,U
N,jhotdraw,Root,16,843,NoTrace,U
N,jhotdraw,Root,17,843,NoTrace,U
N,jhotdraw,Root,18,843,NoTrace,U
N,jhotdraw,Root,19,843,NoTrace,U
N,jhotdraw,Root,1,843,Trace,U
N,jhotdraw,Root,4,843,NoTrace,U
N,jhotdraw,Root,5,843,NoTrace,U
N,jhotdraw,Root,8,843,NoTrace,U
N,jhotdraw,Root,9,843,NoTrace,U
N,jhotdraw,Root,20,843,NoTrace,U
N,jhotdraw,Root,21,843,NoTrace,U
N,jhotdraw,Root,11,844,NoTrace,U
N,jhotdraw,Root,12,844,NoTrace,U
N,jhotdraw,Root,13,844,NoTrace,U
N,jhotdraw,Root,14,844,NoTrace,U
N,jhotdraw,Root,15,844,NoTrace,U
N,jhotdraw,Root,16,844,NoTrace,U
N,jhotdraw,Root,17,844,NoTrace,U
N,jhotdraw,Root,18,844,NoTrace,U
N,jhotdraw,Root,19,844,NoTrace,U
N,jhotdraw,Root,1,844,Trace,U
N,jhotdraw,Root,4,844,NoTrace,U
N,jhotdraw,Root,5,844,NoTrace,U
N,jhotdraw,Root,8,844,NoTrace,U
N,jhotdraw,Root,9,844,NoTrace,U
N,jhotdraw,Root,20,844,NoTrace,U
N,jhotdraw,Root,21,844,NoTrace,U
N,jhotdraw,Inner,11,845,NoTrace,U
N,jhotdraw,Inner,12,845,NoTrace,U
N,jhotdraw,Inner,13,845,NoTrace,U
N,jhotdraw,Inner,14,845,NoTrace,U
N,jhotdraw,Inner,15,845,NoTrace,U
N,jhotdraw,Inner,16,845,NoTrace,U
N,jhotdraw,Inner,17,845,NoTrace,U
N,jhotdraw,Inner,18,845,NoTrace,U
N,jhotdraw,Inner,19,845,NoTrace,U
N,jhotdraw,Inner,1,845,Trace,U
N,jhotdraw,Inner,4,845,NoTrace,U
N,jhotdraw,Inner,5,845,NoTrace,U
N,jhotdraw,Inner,8,845,NoTrace,U
N,jhotdraw,Inner,9,845,NoTrace,U
N,jhotdraw,Inner,20,845,NoTrace,U
N,jhotdraw,Inner,21,845,NoTrace,U
N,jhotdraw,Inner,11,846,NoTrace,N
N,jhotdraw,Inner,12,846,NoTrace,N
N,jhotdraw,Inner,13,846,NoTrace,N
N,jhotdraw,Inner,14,846,NoTrace,N
N,jhotdraw,Inner,16,846,NoTrace,N
N,jhotdraw,Inner,17,846,NoTrace,N
N,jhotdraw,Inner,18,846,NoTrace,N
N,jhotdraw,Inner,19,846,NoTrace,N
N,jhotdraw,Inner,1,846,Trace,N
N,jhotdraw,Inner,4,846,NoTrace,N
N,jhotdraw,Inner,5,846,NoTrace,N
N,jhotdraw,Inner,8,846,NoTrace,N
N,jhotdraw,Inner,9,846,NoTrace,N
N,jhotdraw,Inner,20,846,NoTrace,N
N,jhotdraw,Inner,21,846,NoTrace,N
N,jhotdraw,Leaf,11,847,NoTrace,N
N,jhotdraw,Leaf,12,847,NoTrace,N
N,jhotdraw,Leaf,13,847,NoTrace,N
N,jhotdraw,Leaf,14,847,NoTrace,N
N,jhotdraw,Leaf,15,847,NoTrace,N
N,jhotdraw,Leaf,16,847,NoTrace,N
N,jhotdraw,Leaf,17,847,NoTrace,N
N,jhotdraw,Leaf,18,847,NoTrace,N
N,jhotdraw,Leaf,19,847,NoTrace,N
N,jhotdraw,Leaf,1,847,Trace,N
N,jhotdraw,Leaf,4,847,NoTrace,N
N,jhotdraw,Leaf,5,847,NoTrace,N
N,jhotdraw,Leaf,8,847,NoTrace,N
N,jhotdraw,Leaf,9,847,NoTrace,N
N,jhotdraw,Leaf,20,847,NoTrace,N
N,jhotdraw,Leaf,21,847,NoTrace,N
N,jhotdraw,Inner,11,848,NoTrace,U
N,jhotdraw,Inner,12,848,NoTrace,U
N,jhotdraw,Inner,13,848,NoTrace,U
N,jhotdraw,Inner,14,848,NoTrace,U
N,jhotdraw,Inner,15,848,NoTrace,U
N,jhotdraw,Inner,16,848,NoTrace,U
N,jhotdraw,Inner,17,848,NoTrace,U
N,jhotdraw,Inner,18,848,NoTrace,U
N,jhotdraw,Inner,19,848,NoTrace,U
N,jhotdraw,Inner,1,848,Trace,U
N,jhotdraw,Inner,4,848,NoTrace,U
N,jhotdraw,Inner,5,848,NoTrace,U
N,jhotdraw,Inner,8,848,NoTrace,U
N,jhotdraw,Inner,9,848,NoTrace,U
N,jhotdraw,Inner,20,848,NoTrace,U
N,jhotdraw,Inner,21,848,NoTrace,U
N,jhotdraw,Root,11,849,NoTrace,U
N,jhotdraw,Root,12,849,NoTrace,U
N,jhotdraw,Root,13,849,NoTrace,U
N,jhotdraw,Root,14,849,NoTrace,U
N,jhotdraw,Root,15,849,NoTrace,U
N,jhotdraw,Root,16,849,NoTrace,U
N,jhotdraw,Root,17,849,NoTrace,U
N,jhotdraw,Root,18,849,NoTrace,U
N,jhotdraw,Root,19,849,NoTrace,U
N,jhotdraw,Root,1,849,Trace,U
N,jhotdraw,Root,4,849,NoTrace,U
N,jhotdraw,Root,5,849,NoTrace,U
N,jhotdraw,Root,8,849,NoTrace,U
N,jhotdraw,Root,9,849,NoTrace,U
N,jhotdraw,Root,20,849,NoTrace,U
N,jhotdraw,Root,21,849,NoTrace,U
N,jhotdraw,Inner,11,850,NoTrace,U
N,jhotdraw,Inner,12,850,NoTrace,U
N,jhotdraw,Inner,13,850,NoTrace,U
N,jhotdraw,Inner,14,850,NoTrace,U
N,jhotdraw,Inner,15,850,NoTrace,U
N,jhotdraw,Inner,16,850,NoTrace,U
N,jhotdraw,Inner,17,850,NoTrace,U
N,jhotdraw,Inner,18,850,NoTrace,U
N,jhotdraw,Inner,19,850,NoTrace,U
N,jhotdraw,Inner,1,850,Trace,U
N,jhotdraw,Inner,4,850,NoTrace,U
N,jhotdraw,Inner,5,850,NoTrace,U
N,jhotdraw,Inner,8,850,NoTrace,U
N,jhotdraw,Inner,9,850,NoTrace,U
N,jhotdraw,Inner,20,850,NoTrace,U
N,jhotdraw,Inner,21,850,NoTrace,U
T,jhotdraw,Leaf,2,884,Trace,T
T,jhotdraw,Leaf,2,885,Trace,T
T,jhotdraw,Leaf,2,886,Trace,U
T,jhotdraw,Root,2,889,Trace,U
T,jhotdraw,Root,2,891,Trace,U
T,jhotdraw,Inner,2,894,Trace,T
T,jhotdraw,Leaf,2,899,Trace,T
N,jhotdraw,Inner,11,926,NoTrace,N
N,jhotdraw,Inner,12,926,NoTrace,N
N,jhotdraw,Inner,13,926,NoTrace,N
N,jhotdraw,Inner,14,926,NoTrace,N
N,jhotdraw,Inner,15,926,NoTrace,N
N,jhotdraw,Inner,16,926,NoTrace,N
N,jhotdraw,Inner,17,926,NoTrace,N
N,jhotdraw,Inner,18,926,NoTrace,N
N,jhotdraw,Inner,19,926,NoTrace,N
N,jhotdraw,Inner,1,926,NoTrace,N
N,jhotdraw,Inner,3,926,NoTrace,N
N,jhotdraw,Inner,6,926,NoTrace,N
N,jhotdraw,Inner,7,926,NoTrace,N
N,jhotdraw,Inner,8,926,NoTrace,N
N,jhotdraw,Inner,9,926,NoTrace,N
N,jhotdraw,Inner,20,926,NoTrace,N
N,jhotdraw,Inner,10,926,NoTrace,N
N,jhotdraw,Inner,21,926,NoTrace,N
N,jhotdraw,Leaf,11,927,NoTrace,N
N,jhotdraw,Leaf,12,927,NoTrace,N
N,jhotdraw,Leaf,13,927,NoTrace,N
N,jhotdraw,Leaf,14,927,NoTrace,N
N,jhotdraw,Leaf,15,927,NoTrace,N
N,jhotdraw,Leaf,16,927,NoTrace,N
N,jhotdraw,Leaf,17,927,NoTrace,N
N,jhotdraw,Leaf,18,927,NoTrace,N
N,jhotdraw,Leaf,19,927,NoTrace,N
N,jhotdraw,Leaf,1,927,NoTrace,N
N,jhotdraw,Leaf,3,927,NoTrace,N
N,jhotdraw,Leaf,6,927,NoTrace,N
N,jhotdraw,Leaf,7,927,NoTrace,N
N,jhotdraw,Leaf,8,927,NoTrace,N
N,jhotdraw,Leaf,9,927,NoTrace,N
N,jhotdraw,Leaf,20,927,NoTrace,N
N,jhotdraw,Leaf,10,927,NoTrace,N
N,jhotdraw,Leaf,21,927,NoTrace,N
N,jhotdraw,Inner,11,928,NoTrace,N
N,jhotdraw,Inner,12,928,NoTrace,N
N,jhotdraw,Inner,13,928,NoTrace,N
N,jhotdraw,Inner,14,928,NoTrace,N
N,jhotdraw,Inner,15,928,NoTrace,N
N,jhotdraw,Inner,16,928,NoTrace,N
N,jhotdraw,Inner,17,928,NoTrace,N
N,jhotdraw,Inner,18,928,NoTrace,N
N,jhotdraw,Inner,19,928,NoTrace,N
N,jhotdraw,Inner,1,928,NoTrace,N
N,jhotdraw,Inner,3,928,NoTrace,N
N,jhotdraw,Inner,6,928,NoTrace,N
N,jhotdraw,Inner,7,928,NoTrace,N
N,jhotdraw,Inner,8,928,NoTrace,N
N,jhotdraw,Inner,9,928,NoTrace,N
N,jhotdraw,Inner,20,928,NoTrace,N
N,jhotdraw,Inner,10,928,NoTrace,N
N,jhotdraw,Inner,21,928,NoTrace,N
N,jhotdraw,Inner,11,932,NoTrace,N
N,jhotdraw,Inner,12,932,NoTrace,N
N,jhotdraw,Inner,13,932,NoTrace,N
N,jhotdraw,Inner,14,932,NoTrace,N
N,jhotdraw,Inner,15,932,NoTrace,N
N,jhotdraw,Inner,16,932,NoTrace,N
N,jhotdraw,Inner,17,932,NoTrace,N
N,jhotdraw,Inner,18,932,NoTrace,N
N,jhotdraw,Inner,19,932,NoTrace,N
N,jhotdraw,Inner,1,932,NoTrace,N
N,jhotdraw,Inner,3,932,NoTrace,N
N,jhotdraw,Inner,6,932,NoTrace,N
N,jhotdraw,Inner,7,932,NoTrace,N
N,jhotdraw,Inner,8,932,NoTrace,N
N,jhotdraw,Inner,9,932,NoTrace,N
N,jhotdraw,Inner,20,932,NoTrace,N
N,jhotdraw,Inner,10,932,NoTrace,N
N,jhotdraw,Inner,21,932,NoTrace,N
N,jhotdraw,Inner,11,937,NoTrace,U
N,jhotdraw,Inner,12,937,NoTrace,U
N,jhotdraw,Inner,13,937,NoTrace,U
N,jhotdraw,Inner,14,937,NoTrace,U
N,jhotdraw,Inner,15,937,NoTrace,U
N,jhotdraw,Inner,16,937,NoTrace,U
N,jhotdraw,Inner,17,937,NoTrace,U
N,jhotdraw,Inner,18,937,NoTrace,U
N,jhotdraw,Inner,19,937,NoTrace,U
N,jhotdraw,Inner,1,937,NoTrace,U
N,jhotdraw,Inner,3,937,NoTrace,U
N,jhotdraw,Inner,6,937,NoTrace,U
N,jhotdraw,Inner,7,937,NoTrace,U
N,jhotdraw,Inner,8,937,NoTrace,U
N,jhotdraw,Inner,9,937,NoTrace,U
N,jhotdraw,Inner,20,937,NoTrace,U
N,jhotdraw,Inner,10,937,NoTrace,U
N,jhotdraw,Inner,21,937,NoTrace,U
N,jhotdraw,Inner,11,938,NoTrace,N
N,jhotdraw,Inner,12,938,NoTrace,N
N,jhotdraw,Inner,13,938,NoTrace,N
N,jhotdraw,Inner,14,938,NoTrace,N
N,jhotdraw,Inner,15,938,NoTrace,N
N,jhotdraw,Inner,16,938,NoTrace,N
N,jhotdraw,Inner,17,938,NoTrace,N
N,jhotdraw,Inner,18,938,NoTrace,N
N,jhotdraw,Inner,19,938,NoTrace,N
N,jhotdraw,Inner,1,938,NoTrace,N
N,jhotdraw,Inner,3,938,NoTrace,N
N,jhotdraw,Inner,6,938,NoTrace,N
N,jhotdraw,Inner,7,938,NoTrace,N
N,jhotdraw,Inner,8,938,NoTrace,N
N,jhotdraw,Inner,9,938,NoTrace,N
N,jhotdraw,Inner,20,938,NoTrace,N
N,jhotdraw,Inner,10,938,NoTrace,N
N,jhotdraw,Inner,21,938,NoTrace,N
N,jhotdraw,Inner,11,939,NoTrace,N
N,jhotdraw,Inner,12,939,NoTrace,N
N,jhotdraw,Inner,13,939,NoTrace,N
N,jhotdraw,Inner,14,939,NoTrace,N
N,jhotdraw,Inner,15,939,NoTrace,N
N,jhotdraw,Inner,16,939,NoTrace,N
N,jhotdraw,Inner,17,939,NoTrace,N
N,jhotdraw,Inner,18,939,NoTrace,N
N,jhotdraw,Inner,19,939,NoTrace,N
N,jhotdraw,Inner,1,939,NoTrace,N
N,jhotdraw,Inner,3,939,NoTrace,N
N,jhotdraw,Inner,6,939,NoTrace,N
N,jhotdraw,Inner,7,939,NoTrace,N
N,jhotdraw,Inner,8,939,NoTrace,N
N,jhotdraw,Inner,9,939,NoTrace,N
N,jhotdraw,Inner,20,939,NoTrace,N
N,jhotdraw,Inner,10,939,NoTrace,N
N,jhotdraw,Inner,21,939,NoTrace,N
N,jhotdraw,Root,11,942,NoTrace,U
N,jhotdraw,Root,12,942,NoTrace,U
N,jhotdraw,Root,13,942,NoTrace,U
N,jhotdraw,Root,14,942,NoTrace,U
N,jhotdraw,Root,15,942,NoTrace,U
N,jhotdraw,Root,16,942,NoTrace,U
N,jhotdraw,Root,17,942,NoTrace,U
N,jhotdraw,Root,18,942,NoTrace,U
N,jhotdraw,Root,19,942,NoTrace,U
N,jhotdraw,Root,1,942,NoTrace,U
N,jhotdraw,Root,3,942,NoTrace,U
N,jhotdraw,Root,6,942,NoTrace,U
N,jhotdraw,Root,7,942,NoTrace,U
N,jhotdraw,Root,8,942,NoTrace,U
N,jhotdraw,Root,9,942,NoTrace,U
N,jhotdraw,Root,20,942,NoTrace,U
N,jhotdraw,Root,10,942,NoTrace,U
N,jhotdraw,Root,21,942,NoTrace,U
N,jhotdraw,Inner,11,943,NoTrace,N
N,jhotdraw,Inner,12,943,NoTrace,N
N,jhotdraw,Inner,13,943,NoTrace,N
N,jhotdraw,Inner,14,943,NoTrace,N
N,jhotdraw,Inner,15,943,NoTrace,N
N,jhotdraw,Inner,16,943,NoTrace,N
N,jhotdraw,Inner,17,943,NoTrace,N
N,jhotdraw,Inner,18,943,NoTrace,N
N,jhotdraw,Inner,19,943,NoTrace,N
N,jhotdraw,Inner,1,943,NoTrace,N
N,jhotdraw,Inner,3,943,NoTrace,N
N,jhotdraw,Inner,6,943,NoTrace,N
N,jhotdraw,Inner,7,943,NoTrace,N
N,jhotdraw,Inner,8,943,NoTrace,N
N,jhotdraw,Inner,9,943,NoTrace,N
N,jhotdraw,Inner,20,943,NoTrace,N
N,jhotdraw,Inner,10,943,NoTrace,N
N,jhotdraw,Inner,21,943,NoTrace,N
N,jhotdraw,Inner,11,944,NoTrace,N
N,jhotdraw,Inner,12,944,NoTrace,N
N,jhotdraw,Inner,13,944,NoTrace,N
N,jhotdraw,Inner,14,944,NoTrace,N
N,jhotdraw,Inner,15,944,NoTrace,N
N,jhotdraw,Inner,16,944,NoTrace,N
N,jhotdraw,Inner,17,944,NoTrace,N
N,jhotdraw,Inner,18,944,NoTrace,N
N,jhotdraw,Inner,19,944,NoTrace,N
N,jhotdraw,Inner,1,944,NoTrace,N
N,jhotdraw,Inner,3,944,NoTrace,N
N,jhotdraw,Inner,6,944,NoTrace,N
N,jhotdraw,Inner,7,944,NoTrace,N
N,jhotdraw,Inner,8,944,NoTrace,N
N,jhotdraw,Inner,9,944,NoTrace,N
N,jhotdraw,Inner,20,944,NoTrace,N
N,jhotdraw,Inner,10,944,NoTrace,N
N,jhotdraw,Inner,21,944,NoTrace,N
N,jhotdraw,Leaf,11,973,NoTrace,N
N,jhotdraw,Leaf,12,973,NoTrace,N
N,jhotdraw,Leaf,13,973,NoTrace,N
N,jhotdraw,Leaf,14,973,NoTrace,N
N,jhotdraw,Leaf,15,973,NoTrace,N
N,jhotdraw,Leaf,16,973,NoTrace,N
N,jhotdraw,Leaf,17,973,NoTrace,N
N,jhotdraw,Leaf,18,973,NoTrace,N
N,jhotdraw,Leaf,19,973,NoTrace,N
N,jhotdraw,Leaf,1,973,NoTrace,N
N,jhotdraw,Leaf,3,973,NoTrace,N
N,jhotdraw,Leaf,6,973,NoTrace,N
N,jhotdraw,Leaf,7,973,NoTrace,N
N,jhotdraw,Leaf,8,973,NoTrace,N
N,jhotdraw,Leaf,9,973,NoTrace,N
N,jhotdraw,Leaf,20,973,NoTrace,N
N,jhotdraw,Leaf,10,973,NoTrace,N
N,jhotdraw,Leaf,21,973,NoTrace,N
N,jhotdraw,Inner,11,974,NoTrace,N
N,jhotdraw,Inner,12,974,NoTrace,N
N,jhotdraw,Inner,13,974,NoTrace,N
N,jhotdraw,Inner,14,974,NoTrace,N
N,jhotdraw,Inner,15,974,NoTrace,N
N,jhotdraw,Inner,16,974,NoTrace,N
N,jhotdraw,Inner,17,974,NoTrace,N
N,jhotdraw,Inner,18,974,NoTrace,N
N,jhotdraw,Inner,19,974,NoTrace,N
N,jhotdraw,Inner,1,974,NoTrace,N
N,jhotdraw,Inner,3,974,NoTrace,N
N,jhotdraw,Inner,6,974,NoTrace,N
N,jhotdraw,Inner,7,974,NoTrace,N
N,jhotdraw,Inner,8,974,NoTrace,N
N,jhotdraw,Inner,9,974,NoTrace,N
N,jhotdraw,Inner,20,974,NoTrace,N
N,jhotdraw,Inner,10,974,NoTrace,N
N,jhotdraw,Inner,21,974,NoTrace,N
N,jhotdraw,Inner,11,1025,NoTrace,N
N,jhotdraw,Inner,12,1025,NoTrace,N
N,jhotdraw,Inner,13,1025,NoTrace,N
N,jhotdraw,Inner,14,1025,NoTrace,N
N,jhotdraw,Inner,15,1025,NoTrace,N
N,jhotdraw,Inner,16,1025,NoTrace,N
N,jhotdraw,Inner,17,1025,NoTrace,N
N,jhotdraw,Inner,18,1025,NoTrace,N
N,jhotdraw,Inner,19,1025,NoTrace,N
N,jhotdraw,Inner,1,1025,NoTrace,N
N,jhotdraw,Inner,2,1025,NoTrace,N
N,jhotdraw,Inner,3,1025,NoTrace,N
N,jhotdraw,Inner,4,1025,NoTrace,N
N,jhotdraw,Inner,5,1025,NoTrace,N
N,jhotdraw,Inner,6,1025,NoTrace,N
N,jhotdraw,Inner,7,1025,NoTrace,N
N,jhotdraw,Inner,8,1025,NoTrace,N
N,jhotdraw,Inner,9,1025,NoTrace,N
N,jhotdraw,Inner,20,1025,NoTrace,N
N,jhotdraw,Inner,10,1025,NoTrace,N
N,jhotdraw,Inner,21,1025,NoTrace,N
T,jhotdraw,Leaf,1,1026,Trace,T
T,jhotdraw,Root,1,1027,Trace,T
N,jhotdraw,Leaf,11,1039,NoTrace,U
N,jhotdraw,Leaf,12,1039,NoTrace,U
N,jhotdraw,Leaf,13,1039,NoTrace,U
N,jhotdraw,Leaf,14,1039,NoTrace,U
N,jhotdraw,Leaf,15,1039,NoTrace,U
N,jhotdraw,Leaf,16,1039,NoTrace,U
N,jhotdraw,Leaf,18,1039,NoTrace,U
N,jhotdraw,Leaf,19,1039,NoTrace,U
N,jhotdraw,Leaf,1,1039,NoTrace,U
N,jhotdraw,Leaf,2,1039,NoTrace,U
N,jhotdraw,Leaf,3,1039,NoTrace,U
N,jhotdraw,Leaf,4,1039,NoTrace,U
N,jhotdraw,Leaf,5,1039,NoTrace,U
N,jhotdraw,Leaf,6,1039,NoTrace,U
N,jhotdraw,Leaf,7,1039,NoTrace,U
N,jhotdraw,Leaf,8,1039,NoTrace,U
N,jhotdraw,Leaf,9,1039,NoTrace,U
N,jhotdraw,Leaf,20,1039,NoTrace,U
N,jhotdraw,Leaf,10,1039,NoTrace,U
N,jhotdraw,Leaf,21,1039,NoTrace,U
N,jhotdraw,Root,11,1040,NoTrace,U
N,jhotdraw,Root,12,1040,NoTrace,U
N,jhotdraw,Root,13,1040,NoTrace,U
N,jhotdraw,Root,14,1040,NoTrace,U
N,jhotdraw,Root,15,1040,NoTrace,U
N,jhotdraw,Root,16,1040,NoTrace,U
N,jhotdraw,Root,18,1040,NoTrace,U
N,jhotdraw,Root,19,1040,NoTrace,U
N,jhotdraw,Root,1,1040,NoTrace,U
N,jhotdraw,Root,2,1040,NoTrace,U
N,jhotdraw,Root,3,1040,NoTrace,U
N,jhotdraw,Root,4,1040,NoTrace,U
N,jhotdraw,Root,5,1040,NoTrace,U
N,jhotdraw,Root,6,1040,NoTrace,U
N,jhotdraw,Root,7,1040,NoTrace,U
N,jhotdraw,Root,8,1040,NoTrace,U
N,jhotdraw,Root,9,1040,NoTrace,U
N,jhotdraw,Root,20,1040,NoTrace,U
N,jhotdraw,Root,10,1040,NoTrace,U
N,jhotdraw,Root,21,1040,NoTrace,U
N,jhotdraw,Inner,11,1041,NoTrace,U
N,jhotdraw,Inner,12,1041,NoTrace,U
N,jhotdraw,Inner,13,1041,NoTrace,U
N,jhotdraw,Inner,14,1041,NoTrace,U
N,jhotdraw,Inner,15,1041,NoTrace,U
N,jhotdraw,Inner,16,1041,NoTrace,U
N,jhotdraw,Inner,17,1041,NoTrace,U
N,jhotdraw,Inner,18,1041,NoTrace,U
N,jhotdraw,Inner,19,1041,NoTrace,U
N,jhotdraw,Inner,2,1041,NoTrace,U
N,jhotdraw,Inner,3,1041,NoTrace,U
N,jhotdraw,Inner,4,1041,NoTrace,U
N,jhotdraw,Inner,5,1041,NoTrace,U
T,jhotdraw,Inner,6,1041,Trace,U
N,jhotdraw,Inner,8,1041,NoTrace,U
N,jhotdraw,Inner,20,1041,NoTrace,U
N,jhotdraw,Inner,10,1041,NoTrace,U
N,jhotdraw,Inner,21,1041,NoTrace,U
N,jhotdraw,Root,11,1042,NoTrace,U
N,jhotdraw,Root,12,1042,NoTrace,U
N,jhotdraw,Root,13,1042,NoTrace,U
N,jhotdraw,Root,14,1042,NoTrace,U
N,jhotdraw,Root,15,1042,NoTrace,U
N,jhotdraw,Root,16,1042,NoTrace,U
N,jhotdraw,Root,17,1042,NoTrace,U
N,jhotdraw,Root,18,1042,NoTrace,U
N,jhotdraw,Root,19,1042,NoTrace,U
N,jhotdraw,Root,2,1042,NoTrace,U
N,jhotdraw,Root,3,1042,NoTrace,U
N,jhotdraw,Root,4,1042,NoTrace,U
N,jhotdraw,Root,5,1042,NoTrace,U
N,jhotdraw,Root,7,1042,NoTrace,U
N,jhotdraw,Root,8,1042,NoTrace,U
N,jhotdraw,Root,9,1042,NoTrace,U
N,jhotdraw,Root,20,1042,NoTrace,U
N,jhotdraw,Root,10,1042,NoTrace,U
N,jhotdraw,Root,21,1042,NoTrace,U
N,jhotdraw,Root,11,1043,NoTrace,N
N,jhotdraw,Root,12,1043,NoTrace,N
N,jhotdraw,Root,13,1043,NoTrace,N
N,jhotdraw,Root,14,1043,NoTrace,N
N,jhotdraw,Root,15,1043,NoTrace,N
N,jhotdraw,Root,16,1043,NoTrace,N
N,jhotdraw,Root,17,1043,NoTrace,N
N,jhotdraw,Root,18,1043,NoTrace,N
N,jhotdraw,Root,19,1043,NoTrace,N
N,jhotdraw,Root,2,1043,NoTrace,N
N,jhotdraw,Root,3,1043,NoTrace,N
N,jhotdraw,Root,4,1043,NoTrace,N
N,jhotdraw,Root,5,1043,NoTrace,N
N,jhotdraw,Root,7,1043,NoTrace,N
N,jhotdraw,Root,8,1043,NoTrace,N
N,jhotdraw,Root,9,1043,NoTrace,N
N,jhotdraw,Root,20,1043,NoTrace,N
N,jhotdraw,Root,10,1043,NoTrace,N
N,jhotdraw,Root,21,1043,NoTrace,N
N,jhotdraw,Leaf,11,1044,NoTrace,U
N,jhotdraw,Leaf,12,1044,NoTrace,U
N,jhotdraw,Leaf,13,1044,NoTrace,U
N,jhotdraw,Leaf,14,1044,NoTrace,U
N,jhotdraw,Leaf,15,1044,NoTrace,U
N,jhotdraw,Leaf,16,1044,NoTrace,U
N,jhotdraw,Leaf,17,1044,NoTrace,U
N,jhotdraw,Leaf,18,1044,NoTrace,U
N,jhotdraw,Leaf,19,1044,NoTrace,U
N,jhotdraw,Leaf,3,1044,NoTrace,U
N,jhotdraw,Leaf,4,1044,NoTrace,U
N,jhotdraw,Leaf,5,1044,NoTrace,U
N,jhotdraw,Leaf,7,1044,NoTrace,U
N,jhotdraw,Leaf,8,1044,NoTrace,U
N,jhotdraw,Leaf,9,1044,NoTrace,U
N,jhotdraw,Leaf,20,1044,NoTrace,U
N,jhotdraw,Leaf,10,1044,NoTrace,U
N,jhotdraw,Leaf,21,1044,NoTrace,U
N,jhotdraw,Inner,11,1045,NoTrace,N
N,jhotdraw,Inner,12,1045,NoTrace,N
N,jhotdraw,Inner,13,1045,NoTrace,N
N,jhotdraw,Inner,14,1045,NoTrace,N
N,jhotdraw,Inner,15,1045,NoTrace,N
N,jhotdraw,Inner,16,1045,NoTrace,N
N,jhotdraw,Inner,17,1045,NoTrace,N
N,jhotdraw,Inner,18,1045,NoTrace,N
N,jhotdraw,Inner,19,1045,NoTrace,N
N,jhotdraw,Inner,2,1045,NoTrace,N
N,jhotdraw,Inner,3,1045,NoTrace,N
N,jhotdraw,Inner,4,1045,NoTrace,N
N,jhotdraw,Inner,5,1045,NoTrace,N
N,jhotdraw,Inner,7,1045,NoTrace,T
N,jhotdraw,Inner,8,1045,NoTrace,N
N,jhotdraw,Inner,9,1045,NoTrace,N
N,jhotdraw,Inner,20,1045,NoTrace,N
N,jhotdraw,Inner,10,1045,NoTrace,N
N,jhotdraw,Inner,21,1045,NoTrace,N
N,jhotdraw,Leaf,11,1046,NoTrace,U
N,jhotdraw,Leaf,12,1046,NoTrace,U
N,jhotdraw,Leaf,13,1046,NoTrace,U
